,word,corpus,iliad,odyssey
3145,ἔξοχος,5,4,1
3146,ἔπλετο,36,18,18
3147,ταῦρος,4,3,1
3148,βόεσσι,6,6,0
3149,μεταπρέπει,3,1,2
3150,ἀγρομένῃσι,1,1,0
3151,τοῖον,33,13,20
3152,ἐκπρεπέ,1,1,0
3153,πολλοῖσι,8,4,4
3154,ἡρώεσσιν,6,6,0
3155,ἔσπετε,4,4,0
3156,Μοῦσαι,8,7,1
3157,ἔχουσαι,11,6,5
3158,θεαί,6,4,2
3159,ἐστε,5,3,2
3160,πάρεστέ,1,1,0
3161,ἴστέ,1,1,0
3162,οἶον,33,16,17
3163,ἀκούομεν,3,2,1
3164,τινες,8,1,7
3165,κοίρανοι,2,2,0
3166,ἦσαν,70,46,24
3167,μυθήσομαι,11,1,10
3168,ὀνομήνω,5,2,3
3169,γλῶσσαι,1,1,0
3170,στόματ,2,2,0
3171,φωνή,11,7,4
3172,ἄρρηκτος,2,2,0
3173,χάλκεον,48,36,12
3174,ἐνείη,2,2,0
3175,Ὀλυμπιάδες,1,1,0
3176,θυγατέρες,6,4,2
3177,μνησαίαθ,1,1,0
3178,ἀρχούς,2,2,0
3179,νῆάς,13,9,4
3180,προπάσας,1,1,0
3181,Βοιωτῶν,5,5,0
3182,Πηνέλεως,5,5,0
3183,Λήϊτος,2,2,0
3184,Ἀρκεσίλαός,1,1,0
3185,Προθοήνωρ,1,1,0
3186,Κλονίος,1,1,0
3187,Ὑρίην,1,1,0
3188,ἐνέμοντο,14,14,0
3189,πετρήεσσαν,3,3,0
3190,Σχοῖνόν,1,1,0
3191,Σκῶλόν,1,1,0
3192,πολύκνημόν,1,1,0
3193,Ἐτεωνόν,1,1,0
3194,Θέσπειαν,1,1,0
3195,Γραῖάν,1,1,0
3196,εὐρύχορον,5,1,4
3197,Μυκαλησσόν,1,1,0
3198,Ἅρμ,1,1,0
3199,Εἰλέσιον,1,1,0
3200,Ἐρυθράς,1,1,0
3201,Ἐλεῶν,1,1,0
3202,εἶχον,26,22,4
3203,Ὕλην,1,1,0
3204,Πετεῶνα,1,1,0
3205,Ὠκαλέην,1,1,0
3206,Μεδεῶνά,1,1,0
3207,ἐϋκτίμενον,11,7,4
3208,Κώπας,1,1,0
3209,Εὔτρησίν,1,1,0
3210,πολυτρήρωνά,2,2,0
3211,Θίσβην,1,1,0
3212,Κορώνειαν,1,1,0
3213,ποιήενθ,1,1,0
3214,Ἁλίαρτον,1,1,0
3215,Πλάταιαν,1,1,0
3216,Γλισᾶντ,1,1,0
3217,Ὑποθήβας,1,1,0
3218,Ὀγχηστόν,1,1,0
3219,ἱερόν,20,9,11
3220,Ποσιδήϊον,1,1,0
3221,ἄλσος,5,1,4
3222,πολυστάφυλον,1,1,0
3223,Ἄρνην,1,1,0
3224,Μίδειαν,1,1,0
3225,Νῖσάν,1,1,0
3226,Ἀνθηδόνα,1,1,0
3227,ἐσχατόωσαν,1,1,0
3228,πεντήκοντα,19,11,8
3229,νέες,13,9,4
3230,κίον,19,7,12
3231,ἑκάστῃ,10,4,6
3232,εἴκοσι,8,4,4
3233,Ἀσπληδόνα,1,1,0
3234,ναῖον,4,3,1
3235,ἰδ,3,1,2
3236,Ὀρχομενόν,3,3,0
3237,Μινύειον,1,1,0
3238,Ἀσκάλαφος,2,2,0
3239,Ἰάλμενος,1,1,0
3240,τέκεν,10,6,4
3241,Ἀστυόχη,1,1,0
3242,δόμῳ,3,3,0
3243,Ἄκτορος,3,3,0
3244,Ἀζεΐδαο,1,1,0
3245,παρθένος,6,3,3
3246,αἰδοίη,20,6,14
3247,ὑπερώϊον,3,1,2
3248,εἰσαναβᾶσα,4,2,2
3249,κρατερῷ,6,6,0
3250,παρελέξατο,6,5,1
3251,λάθρῃ,10,8,2
3252,τριήκοντα,3,3,0
3253,γλαφυραί,4,4,0
3254,Φωκήων,4,4,0
3255,Σχεδίος,1,1,0
3256,Ἐπίστροφος,2,2,0
3257,Ἰφίτου,2,2,0
3258,μεγαθύμου,32,26,6
3259,Ναυβολίδαο,1,1,0
3260,Κυπάρισσον,1,1,0
3261,Πυθῶνά,1,1,0
3262,Κρῖσάν,1,1,0
3263,Δαυλίδα,1,1,0
3264,Πανοπῆα,1,1,0
3265,Ἀνεμώρειαν,1,1,0
3266,Ὑάμπολιν,1,1,0
3267,ἀμφενέμοντο,8,8,0
3268,ποταμόν,15,10,5
3269,Κηφισόν,1,1,0
3270,δῖον,66,58,8
3271,ἔναιον,10,6,4
3272,Λίλαιαν,1,1,0
3273,πηγῇς,1,1,0
3274,Κηφισοῖο,1,1,0
3275,τεσσαράκοντα,9,9,0
3276,μέλαιναι,12,12,0
3277,στίχας,31,30,1
3278,ἵστασαν,6,3,3
3279,ἀμφιέποντες,4,3,1
3280,ἔμπλην,1,1,0
3281,ἀριστερά,14,13,1
3282,θωρήσσοντο,10,10,0
3283,Λοκρῶν,2,2,0
3284,ἡγεμόνευεν,8,3,5
3285,Ὀϊλῆος,12,12,0
3286,ταχύς,14,11,3
3287,μείων,3,3,0
3288,τόσος,2,1,1
3289,ὅσος,1,1,0
3290,Τελαμώνιος,28,28,0
3291,λινοθώρηξ,2,2,0
3292,ἐγχείῃ,5,4,1
3293,ἐκέκαστο,8,5,3
3294,Πανέλληνας,1,1,0
3295,Κῦνόν,1,1,0
3296,ἐνέμοντ,1,1,0
3297,Ὀπόεντά,1,1,0
3298,Καλλίαρόν,1,1,0
3299,Βῆσσάν,1,1,0
3300,Σκάρφην,1,1,0
3301,Αὐγειάς,2,2,0
3302,ἐρατεινάς,2,2,0
3303,Τάρφην,1,1,0
3304,Θρόνιον,1,1,0
3305,Βοαγρίου,1,1,0
3306,πέρην,3,3,0
3307,ἱερῆς,5,3,2
3308,Εὐβοίης,2,1,1
3309,Εὔβοιαν,2,1,1
3310,μένεα,4,4,0
3311,πνείοντες,5,3,2
3312,Ἄβαντες,2,2,0
3313,Χαλκίδα,3,2,1
3314,Εἰρέτριάν,1,1,0
3315,πολυστάφυλόν,1,1,0
3316,Ἱστίαιαν,1,1,0
3317,Κήρινθόν,1,1,0
3318,ἔφαλον,2,2,0
3319,Δίου,1,1,0
3320,αἰπύ,14,7,7
3321,Κάρυστον,1,1,0
3322,Στύρα,1,1,0
3323,ναιετάασκον,2,2,0
3324,ἡγεμόνευ,5,2,3
3325,Ἐλεφήνωρ,2,2,0
3326,ὄζος,7,7,0
3327,Χαλκωδοντιάδης,2,2,0
3328,Ἀβάντων,2,2,0
3329,θοοί,2,2,0
3330,αἰχμηταί,2,2,0
3331,ὀρεκτῇσιν,1,1,0
3332,μελίῃσι,1,1,0
3333,θώρηκας,1,1,0
3334,ῥήξειν,3,3,0
3335,δηΐων,11,11,0
3336,Ἀθήνας,1,1,0
3337,δῆμον,47,10,37
3338,Ἐρεχθῆος,2,1,1
3339,μεγαλήτορος,29,14,15
3340,θρέψε,3,1,2
3341,ζείδωρος,4,1,3
3342,ἄρουρα,9,3,6
3343,Ἀθήνῃς,1,1,0
3344,ἑῷ,10,5,5
3345,πίονι,10,6,4
3346,νηῷ,4,4,0
3347,ταύροισι,1,1,0
3348,ἀρνειοῖς,1,1,0
3349,ἱλάονται,1,1,0
3350,Ἀθηναίων,5,5,0
3351,περιτελλομένων,1,1,0
3352,ἐνιαυτῶν,2,1,1
3353,Πετεῶο,6,6,0
3354,Μενεσθεύς,4,4,0
3355,ὁμοῖος,8,4,4
3356,ἐπιχθόνιος,2,2,0
3357,κοσμῆσαι,1,1,0
3358,ἀσπιδιώτας,2,2,0
3359,ἔριζεν,3,2,1
3360,προγενέστερος,6,2,4
3361,Σαλαμῖνος,1,1,0
3362,ἄγεν,6,5,1
3363,δυοκαίδεκα,13,7,6
3364,στῆσε,4,1,3
3365,ἵν,46,18,28
3366,φάλαγγες,12,12,0
3367,Ἄργός,2,2,0
3368,Τίρυνθά,1,1,0
3369,τειχιόεσσαν,2,2,0
3370,Ἑρμιόνην,2,1,1
3371,Ἀσίνην,1,1,0
3372,βαθύν,1,1,0
3373,κόλπον,7,6,1
3374,ἐχούσας,2,2,0
3375,Τροιζῆν,1,1,0
3376,Ἠϊόνας,1,1,0
3377,ἀμπελόεντ,1,1,0
3378,Ἐπίδαυρον,1,1,0
3379,Αἴγιναν,1,1,0
3380,Μάσητά,1,1,0
3381,ἡγεμόνευε,14,10,4
3382,Διομήδης,45,45,0
3383,Σθένελος,5,5,0
3384,Καπανῆος,3,3,0
3385,ἀγακλειτοῦ,1,1,0
3386,Εὐρύαλος,9,3,6
3387,τρίτατος,3,3,0
3388,ἰσόθεος,14,12,2
3389,φώς,18,14,4
3390,Μηκιστέος,1,1,0
3391,Ταλαϊονίδαο,2,2,0
3392,ἡγεῖτο,7,6,1
3393,ὀγδώκοντα,2,2,0
3394,Μυκήνας,2,2,0
3395,ἀφνειόν,7,3,4
3396,Κόρινθον,1,1,0
3397,ἐϋκτιμένας,2,2,0
3398,Κλεωνάς,1,1,0
3399,Ὀρνειάς,1,1,0
3400,Ἀραιθυρέην,1,1,0
3401,ἐρατεινήν,14,10,4
3402,Σικυῶν,1,1,0
3403,ὅθ,27,16,11
3404,Ἄδρηστος,2,2,0
3405,πρῶτ,7,3,4
3406,ἐμβασίλευεν,1,1,0
3407,Ὑπερησίην,1,1,0
3408,αἰπεινήν,4,4,0
3409,Γονόεσσαν,1,1,0
3410,Πελλήνην,1,1,0
3411,Αἴγιον,1,1,0
3412,Αἰγιαλόν,2,2,0
3413,Ἑλίκην,2,2,0
3414,εὐρεῖαν,8,5,3
3415,πλεῖστοι,8,7,1
3416,ἄριστοι,66,39,27
3417,ἕποντ,4,2,2
3418,ἐδύσετο,13,7,6
3419,νώροπα,5,3,2
3420,χαλκόν,39,25,14
3421,κυδιόων,3,3,0
3422,μετέπρεπεν,1,1,0
3423,πλείστους,3,3,0
3424,κοίλην,7,3,4
3425,Λακεδαίμονα,10,1,9
3426,κητώεσσαν,2,1,1
3427,Φᾶρίν,1,1,0
3428,Σπάρτην,5,1,4
3429,Μέσσην,1,1,0
3430,Βρυσειάς,1,1,0
3431,Ἀμύκλας,1,1,0
3432,Ἕλος,2,2,0
3433,Λάαν,1,1,0
3434,Οἴτυλον,1,1,0
3435,ἀδελφεός,7,5,2
3436,ἑξήκοντα,3,2,1
3437,ἀπάτερθε,2,2,0
3438,ᾗσι,17,10,7
3439,προθυμίῃσι,1,1,0
3440,πεποιθώς,16,14,2
3441,ὀτρύνων,10,9,1
3442,ἵετο,10,10,0
3443,Πύλον,18,3,15
3444,Ἀρήνην,1,1,0
3445,Θρύον,1,1,0
3446,Ἀλφειοῖο,2,2,0
3447,πόρον,11,7,4
3448,ἐΰκτιτον,1,1,0
3449,Αἰπύ,1,1,0
3450,Κυπαρισσήεντα,1,1,0
3451,Ἀμφιγένειαν,1,1,0
3452,Πτελεόν,2,2,0
3453,Δώριον,1,1,0
3454,ἀντόμεναι,1,1,0
3455,Θάμυριν,1,1,0
3456,Θρήϊκα,1,1,0
3457,παῦσαν,4,1,3
3458,ἀοιδῆς,5,1,4
3459,Οἰχαλίηθεν,1,1,0
3460,Εὐρύτου,3,3,0
3461,Οἰχαλιῆος,2,2,0
3462,στεῦτο,4,3,1
3463,νικησέμεν,2,2,0
3464,αὐταί,5,4,1
3465,ἀείδοιεν,1,1,0
3466,κοῦραι,9,4,5
3467,χολωσάμεναι,2,2,0
3468,πηρόν,1,1,0
3469,ἀοιδήν,13,3,10
3470,θεσπεσίην,6,2,4
3471,ἀφέλοντο,1,1,0
3472,ἐκλέλαθον,1,1,0
3473,κιθαριστύν,1,1,0
3474,ἐνενήκοντα,1,1,0
3475,Ἀρκαδίην,1,1,0
3476,Κυλλήνης,1,1,0
3477,ὄρος,15,4,11
3478,Αἰπύτιον,1,1,0
3479,τύμβον,11,5,6
3480,ἀγχιμαχηταί,7,7,0
3481,Φενεόν,1,1,0
3482,πολύμηλον,1,1,0
3483,Ῥίπην,1,1,0
3484,Στρατίην,1,1,0
3485,ἠνεμόεσσαν,8,8,0
3486,Ἐνίσπην,1,1,0
3487,Τεγέην,1,1,0
3488,Μαντινέην,1,1,0
3489,Στύμφηλόν,1,1,0
3490,Παρρασίην,1,1,0
3491,Ἀγκαίοιο,1,1,0
3492,Ἀγαπήνωρ,1,1,0
3493,Ἀρκάδες,2,2,0
3494,ἐπιστάμενοι,4,3,1
3495,ἐϋσσέλμους,10,10,0
3496,περάαν,4,3,1
3497,οἴνοπα,10,4,6
3498,σφι,46,34,12
3499,θαλάσσια,2,1,1
3500,μεμήλει,2,1,1
3501,Βουπράσιόν,1,1,0
3502,Ἤλιδα,4,1,3
3503,Ὑρμίνη,1,1,0
3504,Μύρσινος,1,1,0
3505,ἐσχατόωσα,1,1,0
3506,πέτρη,13,3,10
3507,Ὠλενίη,1,1,0
3508,Ἀλήσιον,1,1,0
3509,ἐέργει,6,6,0
3510,τέσσαρες,8,3,5
3511,ἀρχοί,6,2,4
3512,θοαί,5,5,0
3513,ἔμβαινον,1,1,0
3514,Ἐπειοί,10,7,3
3515,Ἀμφίμαχος,2,2,0
3516,Θάλπιος,1,1,0
3517,ἡγησάσθην,4,4,0
3518,Κτεάτου,2,2,0
3519,Ἀκτορίωνε,3,3,0
3520,Ἀμαρυγκεΐδης,1,1,0
3521,κρατερός,38,33,5
3522,Διώρης,1,1,0
3523,τετάρτων,2,2,0
3524,Πολύξεινος,1,1,0
3525,θεοειδής,39,24,15
3526,Ἀγασθένεος,1,1,0
3527,Αὐγηϊάδαο,1,1,0
3528,Δουλιχίοιο,2,1,1
3529,Ἐχινάων,1,1,0
3530,ἱεράων,2,1,1
3531,νήσων,6,3,3
3532,Ἤλιδος,2,1,1
3533,ἄντα,34,23,11
3534,Μέγης,5,5,0
3535,ἀτάλαντος,17,15,2
3536,Φυλεΐδης,4,4,0
3537,τίκτε,5,4,1
3538,Φυλεύς,2,2,0
3539,Δουλίχιον,3,1,2
3540,ἀπενάσσατο,2,1,1
3541,ἦγε,10,7,3
3542,Κεφαλλῆνας,1,1,0
3543,μεγαθύμους,4,3,1
3544,Ἰθάκην,27,1,26
3545,Νήριτον,2,1,1
3546,εἰνοσίφυλλον,4,2,2
3547,Κροκύλει,1,1,0
3548,Αἰγίλιπα,1,1,0
3549,τρηχεῖαν,4,2,2
3550,Ζάκυνθον,1,1,0
3551,Σάμον,2,2,0
3552,ἤπειρον,3,1,2
3553,ἀντιπέραι,1,1,0
3554,δυώδεκα,7,3,4
3555,μιλτοπάρῃοι,2,1,1
3556,Αἰτωλῶν,6,6,0
3557,Θόας,6,5,1
3558,Ἀνδραίμονος,4,3,1
3559,Πλευρῶν,1,1,0
3560,Ὤλενον,1,1,0
3561,Πυλήνην,1,1,0
3562,ἀγχίαλον,1,1,0
3563,Καλυδῶνά,1,1,0
3564,Οἰνῆος,3,3,0
3565,υἱέες,13,7,6
3566,θάνε,6,2,4
3567,ξανθός,29,14,15
3568,Μελέαγρος,3,3,0
3569,ἐτέταλτο,1,1,0
3570,ἀνασσέμεν,3,3,0
3571,Αἰτωλοῖσι,1,1,0
3572,Κρητῶν,11,11,0
3573,κλυτός,20,17,3
3574,Κνωσόν,1,1,0
3575,Γόρτυνά,1,1,0
3576,Λύκτον,1,1,0
3577,Μίλητόν,1,1,0
3578,ἀργινόεντα,2,2,0
3579,Λύκαστον,1,1,0
3580,Φαιστόν,2,1,1
3581,Ῥύτιόν,1,1,0
3582,πόλεις,4,4,0
3583,ναιετοώσας,2,1,1
3584,Κρήτην,3,1,2
3585,ἑκατόμπολιν,1,1,0
3586,Μηριόνης,40,40,0
3587,Ἐνυαλίῳ,5,5,0
3588,ἀνδρειφόντῃ,4,4,0
3589,Τληπόλεμος,6,6,0
3590,Ἡρακλεΐδης,1,1,0
3591,ἠΰς,7,7,0
3592,Ῥόδου,1,1,0
3593,Ῥοδίων,1,1,0
3594,ἀγερώχων,6,6,0
3595,Ῥόδον,2,2,0
3596,τρίχα,5,1,4
3597,κοσμηθέντες,4,3,1
3598,Λίνδον,1,1,0
3599,Ἰηλυσόν,1,1,0
3600,Κάμειρον,1,1,0
3601,Ἀστυόχεια,1,1,0
3602,Ἡρακληείῃ,2,2,0
3603,Ἐφύρης,3,2,1
3604,ποταμοῦ,13,8,5
3605,Σελλήεντος,4,4,0
3606,πέρσας,2,2,0
3607,ἄστεα,4,1,3
3608,αἰζηῶν,11,10,1
3609,τράφ,1,1,0
3610,μεγάρῳ,27,8,19
3611,εὐπήκτῳ,3,3,0
3612,ἑοῖο,11,10,1
3613,μήτρωα,1,1,0
3614,κατέκτα,7,7,0
3615,γηράσκοντα,2,2,0
3616,Λικύμνιον,1,1,0
3617,ὄζον,3,3,0
3618,ἔπηξε,1,1,0
3619,ἀγείρας,5,4,1
3620,φεύγων,15,9,6
3621,ἀπείλησαν,1,1,0
3622,υἱωνοί,1,1,0
3623,βίης,10,3,7
3624,Ἡρακληείης,1,1,0
3625,ἷξεν,4,4,0
3626,ἀλώμενος,12,1,11
3627,πάσχων,12,2,10
3628,τριχθά,4,3,1
3629,ᾤκηθεν,1,1,0
3630,καταφυλαδόν,1,1,0
3631,φίληθεν,1,1,0
3632,ἀνθρώποισιν,19,5,14
3633,θεσπέσιον,3,3,0
3634,κατέχευε,5,2,3
3635,Νιρεύς,3,3,0
3636,Σύμηθεν,1,1,0
3637,τρεῖς,29,16,13
3638,Ἀγλαΐης,1,1,0
3639,Χαρόποιό,1,1,0
3640,κάλλιστος,6,4,2
3641,ἀμύμονα,38,25,13
3642,ἀλαπαδνός,1,1,0
3643,παῦρος,1,1,0
3644,εἵπετο,5,4,1
3645,Νίσυρόν,1,1,0
3646,Κράπαθόν,1,1,0
3647,Κάσον,1,1,0
3648,Κῶν,1,1,0
3649,Εὐρυπύλοιο,2,2,0
3650,νήσους,1,1,0
3651,Καλύδνας,1,1,0
3652,Φείδιππός,1,1,0
3653,Ἄντιφος,6,4,2
3654,Θεσσαλοῦ,1,1,0
3655,υἷε,15,14,1
3656,Ἡρακλεΐδαο,1,1,0
3657,Πελασγικόν,1,1,0
3658,Ἄλον,1,1,0
3659,Ἀλόπην,1,1,0
3660,Τρηχῖνα,1,1,0
3661,νέμοντο,2,2,0
3662,Ἑλλάδα,8,3,5
3663,καλλιγύναικα,5,4,1
3664,Μυρμιδόνες,11,11,0
3665,καλεῦντο,1,1,0
3666,Ἕλληνες,1,1,0
3667,δυσηχέος,10,10,0
3668,ἐμνώοντο,1,1,0
3669,ἡγήσαιτο,3,1,2
3670,κεῖτο,28,18,10
3671,ἠϋκόμοιο,15,15,0
3672,Λυρνησσοῦ,1,1,0
3673,ἐξείλετο,6,4,2
3674,μογήσας,12,1,11
3675,Λυρνησσόν,4,4,0
3676,διαπορθήσας,1,1,0
3677,τείχεα,9,8,1
3678,Θήβης,4,3,1
3679,Μύνητ,1,1,0
3680,ἔβαλεν,7,6,1
3681,Ἐπίστροφον,1,1,0
3682,ἐγχεσιμώρους,2,1,1
3683,υἱέας,8,7,1
3684,Εὐηνοῖο,1,1,0
3685,Σεληπιάδαο,1,1,0
3686,κεῖτ,17,7,10
3687,ἀχέων,6,5,1
3688,ἀνστήσεσθαι,1,1,0
3689,Φυλάκην,1,1,0
3690,Πύρασον,2,2,0
3691,ἀνθεμόεντα,4,2,2
3692,Δήμητρος,2,2,0
3693,τέμενος,12,9,3
3694,Ἴτωνά,1,1,0
3695,μητέρα,23,11,12
3696,μήλων,16,6,10
3697,ἀγχίαλόν,1,1,0
3698,Ἀντρῶνα,1,1,0
3699,ἰδέ,31,23,8
3700,λεχεποίην,2,2,0
3701,Πρωτεσίλαος,2,2,0
3702,ἀρήϊος,11,11,0
3703,ζωός,18,8,10
3704,ἔχεν,21,16,5
3705,κάτα,32,11,21
3706,μέλαινα,11,7,4
3707,ἀμφιδρυφής,1,1,0
3708,ἄλοχος,14,9,5
3709,Φυλάκῃ,3,3,0
3710,ἐλέλειπτο,2,1,1
3711,δόμος,6,1,5
3712,ἡμιτελής,1,1,0
3713,ἔκτανε,10,5,5
3714,Δάρδανος,3,3,0
3715,ἀποθρῴσκοντα,2,1,1
3716,πρώτιστον,4,1,3
3717,ἄναρχοι,2,2,0
3718,πόθεόν,3,3,0
3719,κόσμησε,1,1,0
3720,Ποδάρκης,2,2,0
3721,Ἰφίκλου,1,1,0
3722,πολυμήλου,2,2,0
3723,Φυλακίδαο,2,2,0
3724,αὐτοκασίγνητος,3,3,0
3725,Πρωτεσιλάου,3,3,0
3726,ὁπλότερος,2,1,1
3727,γενεῇ,12,9,3
3728,ἀρείων,5,4,1
3729,δεύονθ,1,1,0
3730,ἡγεμόνος,3,2,1
3731,Φεράς,1,1,0
3732,παραί,12,8,4
3733,Βοιβηΐδα,1,1,0
3734,λίμνην,2,1,1
3735,Βοίβην,1,1,0
3736,Γλαφύρας,1,1,0
3737,ἐϋκτιμένην,5,4,1
3738,Ἰαωλκόν,1,1,0
3739,Ἀδμήτοιο,2,2,0
3740,ἕνδεκα,4,3,1
3741,Εὔμηλος,5,4,1
3742,Ἀδμήτῳ,1,1,0
3743,δῖα,60,15,45
3744,γυναικῶν,50,17,33
3745,Ἄλκηστις,1,1,0
3746,Πελίαο,1,1,0
3747,θυγατρῶν,9,8,1
3748,εἶδος,32,18,14
3749,Μηθώνην,1,1,0
3750,Θαυμακίην,1,1,0
3751,Μελίβοιαν,1,1,0
3752,Ὀλιζῶνα,1,1,0
3753,Φιλοκτήτης,2,1,1
3754,ἦρχεν,4,4,0
3755,τόξων,10,8,2
3756,ἑπτά,15,9,6
3757,ἐρέται,1,1,0
3758,ἐμβέβασαν,1,1,0
3759,εἰδότες,5,1,4
3760,νήσῳ,14,2,12
3761,κρατέρ,7,1,6
3762,ὅθι,90,41,49
3763,λίπον,10,7,3
3764,ἕλκεϊ,3,3,0
3765,μοχθίζοντα,1,1,0
3766,κακῷ,10,4,6
3767,ὀλοόφρονος,5,2,3
3768,ὕδρου,1,1,0
3769,μνήσεσθαι,3,2,1
3770,Φιλοκτήταο,1,1,0
3771,Μέδων,13,4,9
3772,κόσμησεν,1,1,0
3773,νόθος,5,5,0
3774,ἔτεκεν,5,2,3
3775,Ῥήνη,1,1,0
3776,Ὀϊλῆϊ,1,1,0
3777,πτολιπόρθῳ,4,3,1
3778,Τρίκκην,1,1,0
3779,Ἰθώμην,1,1,0
3780,κλωμακόεσσαν,1,1,0
3781,Οἰχαλίην,1,1,0
3782,ἡγείσθην,2,1,1
3783,Ἀσκληπιοῦ,3,3,0
3784,παῖδε,8,6,2
3785,ἰητῆρ,1,1,0
3786,ἀγαθώ,1,1,0
3787,Ποδαλείριος,2,2,0
3788,Μαχάων,4,4,0
3789,Ὀρμένιον,1,1,0
3790,Ὑπέρειαν,1,1,0
3791,Ἀστέριον,1,1,0
3792,Τιτάνοιό,1,1,0
3793,Εὐρύπυλος,13,13,0
3794,Εὐαίμονος,5,5,0
3795,ἀγλαός,19,15,4
3796,Ἄργισσαν,1,1,0
3797,Γυρτώνην,1,1,0
3798,Ὄρθην,1,1,0
3799,Ἠλώνην,1,1,0
3800,Ὀλοοσσόνα,1,1,0
3801,λευκήν,1,1,0
3802,μενεπτόλεμος,8,7,1
3803,Πολυποίτης,5,5,0
3804,Πειριθόοιο,3,1,2
3805,ἀθάνατος,10,5,5
3806,τέκετο,12,11,1
3807,Πειριθόῳ,1,1,0
3808,Ἱπποδάμεια,1,1,0
3809,Φῆρας,1,1,0
3810,ἐτίσατο,6,1,5
3811,λαχνήεντας,1,1,0
3812,Πηλίου,3,3,0
3813,Αἰθίκεσσι,1,1,0
3814,πέλασσεν,2,1,1
3815,Λεοντεύς,3,3,0
3816,ὑπερθύμοιο,5,4,1
3817,Κορώνου,1,1,0
3818,Καινεΐδαο,1,1,0
3819,Γουνεύς,1,1,0
3820,Κύφου,1,1,0
3821,Ἐνιῆνες,1,1,0
3822,μενεπτόλεμοί,1,1,0
3823,Περαιβοί,1,1,0
3824,Δωδώνην,3,1,2
3825,δυσχείμερον,1,1,0
3826,οἰκί,6,3,3
3827,ἔθεντο,3,3,0
3828,ἱμερτόν,1,1,0
3829,Τιταρησσόν,1,1,0
3830,Πηνειόν,2,2,0
3831,καλλίρροον,2,2,0
3832,Πηνειῷ,1,1,0
3833,συμμίσγεται,1,1,0
3834,ἀργυροδίνῃ,1,1,0
3835,καθύπερθεν,14,9,5
3836,ἐπιρρέει,1,1,0
3837,ἔλαιον,6,2,4
3838,ὅρκου,2,2,0
3839,δεινοῦ,2,1,1
3840,Στυγός,6,4,2
3841,ὕδατός,2,1,1
3842,ἀπορρώξ,3,1,2
3843,Μαγνήτων,1,1,0
3844,Πρόθοος,2,2,0
3845,Τενθρηδόνος,1,1,0
3846,Πήλιον,2,1,1
3847,ναίεσκον,1,1,0
3848,θοός,5,5,0
3849,οὗτοι,6,4,2
3850,τάρ,6,6,0
3851,ἔννεπε,3,2,1
3852,Μοῦσα,2,1,1
3853,Ἀτρεΐδῃσιν,4,3,1
3854,ἵπποι,89,84,5
3855,ἄρισται,3,2,1
3856,Φηρητιάδαο,2,2,0
3857,τάς,51,22,29
3858,ἔλαυνε,6,6,0
3859,ποδώκεας,2,2,0
3860,ὄρνιθας,3,1,2
3861,ὄτριχας,1,1,0
3862,οἰέτεας,1,1,0
3863,σταφύλῇ,1,1,0
3864,νῶτον,4,3,1
3865,Πηρείῃ,1,1,0
3866,θρέψ,1,1,0
3867,ἀργυρότοξος,10,7,3
3868,θηλείας,2,2,0
3869,φόβον,13,13,0
3870,φορεούσας,1,1,0
3871,μήνιεν,1,1,0
3872,φέρτατος,2,1,1
3873,φορέεσκον,2,2,0
3874,κορωνίσι,6,6,0
3875,ποντοπόροισι,7,7,0
3876,ἀπομηνίσας,2,2,0
3877,δίσκοισιν,3,1,2
3878,τέρποντο,6,2,4
3879,αἰγανέῃσιν,3,1,2
3880,ἱέντες,3,1,2
3881,τόξοισίν,1,1,0
3882,ἅρμασιν,10,9,1
3883,οἷσιν,23,13,10
3884,λωτόν,3,2,1
3885,ἐρεπτόμενοι,5,4,1
3886,ἐλεόθρεπτόν,1,1,0
3887,σέλινον,1,1,0
3888,ἕστασαν,22,14,8
3889,ἅρματα,25,21,4
3890,πεπυκασμένα,2,2,0
3891,ἀνάκτων,6,3,3
3892,ἀρηΐφιλον,7,7,0
3893,ποθέοντες,5,2,3
3894,φοίτων,3,1,2
3895,μάχοντο,10,9,1
3896,πᾶσα,20,17,3
3897,νέμοιτο,3,3,0
3898,ὑπεστενάχιζε,1,1,0
3899,χωομένῳ,1,1,0
3900,Τυφωέϊ,1,1,0
3901,ἱμάσσῃ,1,1,0
3902,εἰν,36,20,16
3903,Ἀρίμοις,1,1,0
3904,φασί,13,7,6
3905,Τυφωέος,1,1,0
3906,διέπρησσον,4,4,0
3907,πεδίοιο,38,36,2
3908,ποδήνεμος,10,10,0
3909,ὠκέα,20,19,1
3910,Ἶρις,27,27,0
3911,ἀγγελίῃ,2,1,1
3912,ἀλεγεινῇ,4,3,1
3913,ἀγοράς,3,1,2
3914,ἀγόρευον,31,11,20
3915,θύρῃσι,9,2,7
